url,website,name,category,country,keyword,depth,threshold,need_vpn
http://www.yehey.com/,http://www.yehey.com/,Yehey,0,en,'Donald Trump#Rodrigo Duterte',0,0.5,1
http://www.nationalmuseum.gov.ph/,http://www.nationalmuseum.gov.ph/,菲律宾国家博物馆,0,en,'Donald Trump#Rodrigo Duterte',0,0.5,1
http://www.abs-cbn.com/,http://www.abs-cbn.com/,ABS-CBN广播电视集团,0,en,'Donald Trump#Rodrigo Duterte',0,0.5,1
http://www.lpp.gov.ph/,http://www.lpp.gov.ph/,菲律宾全省联盟（LEAGUE OF PROVINCES OF THE PHILIPPINES）,0,en,'Donald Trump#Rodrigo Duterte',0,0.5,1
http://www.adb.org/,http://www.adb.org/,亚洲开发银行（ASIAN DEVELOPMENT BANK）,0,en,'Donald Trump#Rodrigo Duterte',0,0.5,1
